item_id,seed_id,template_id,source_modality,source_statement,task2_gold_modality,capability_text
S0106_weak_useful_if,S0106,useful_if,nice_to_have,It would be useful if the system could allow Program Administrators and Nursing Staff Members to specify the preferred class sequence for a cohort.,nice_to_have,allow Program Administrators and Nursing Staff Members to specify the preferred class sequence for a cohort
S0106_weak_nice_if,S0106,nice_if,nice_to_have,It would be nice if the system could allow Program Administrators and Nursing Staff Members to specify the preferred class sequence for a cohort.,nice_to_have,allow Program Administrators and Nursing Staff Members to specify the preferred class sequence for a cohort
S0106_weak_low_priority_enhancement,S0106,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to specify the preferred class sequence for a cohort.",nice_to_have,allow Program Administrators and Nursing Staff Members to specify the preferred class sequence for a cohort
S0106_weak_future_enhancement,S0106,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to specify the preferred class sequence for a cohort as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to specify the preferred class sequence for a cohort
S0107_weak_useful_if,S0107,useful_if,nice_to_have,It would be useful if the system could allow Program Administrators and Nursing Staff Members to specify the offering quarter for each class in a cohort sequence.,nice_to_have,allow Program Administrators and Nursing Staff Members to specify the offering quarter for each class in a cohort sequence
S0107_weak_nice_if,S0107,nice_if,nice_to_have,It would be nice if the system could allow Program Administrators and Nursing Staff Members to specify the offering quarter for each class in a cohort sequence.,nice_to_have,allow Program Administrators and Nursing Staff Members to specify the offering quarter for each class in a cohort sequence
S0107_weak_low_priority_enhancement,S0107,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to specify the offering quarter for each class in a cohort sequence.",nice_to_have,allow Program Administrators and Nursing Staff Members to specify the offering quarter for each class in a cohort sequence
S0107_weak_future_enhancement,S0107,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to specify the offering quarter for each class in a cohort sequence as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to specify the offering quarter for each class in a cohort sequence
S0108_weak_useful_if,S0108,useful_if,nice_to_have,It would be useful if the system could allow Program Administrators and Nursing Staff Members to add new classes to class sequences.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new classes to class sequences
S0108_weak_nice_if,S0108,nice_if,nice_to_have,It would be nice if the system could allow Program Administrators and Nursing Staff Members to add new classes to class sequences.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new classes to class sequences
S0108_weak_low_priority_enhancement,S0108,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to add new classes to class sequences.",nice_to_have,allow Program Administrators and Nursing Staff Members to add new classes to class sequences
S0108_weak_future_enhancement,S0108,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to add new classes to class sequences as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new classes to class sequences
S0111_weak_useful_if,S0111,useful_if,nice_to_have,It would be useful if the system could allow Program Administrators and Nursing Staff Members to add new nursing department classes to the system.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new nursing department classes to the system
S0111_weak_nice_if,S0111,nice_if,nice_to_have,It would be nice if the system could allow Program Administrators and Nursing Staff Members to add new nursing department classes to the system.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new nursing department classes to the system
S0111_weak_low_priority_enhancement,S0111,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to add new nursing department classes to the system.",nice_to_have,allow Program Administrators and Nursing Staff Members to add new nursing department classes to the system
S0111_weak_future_enhancement,S0111,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to add new nursing department classes to the system as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new nursing department classes to the system
S0112_weak_useful_if,S0112,useful_if,nice_to_have,It would be useful if the system could classify each class as either non-clinical or clinical.,nice_to_have,classify each class as either non-clinical or clinical
S0112_weak_nice_if,S0112,nice_if,nice_to_have,It would be nice if the system could classify each class as either non-clinical or clinical.,nice_to_have,classify each class as either non-clinical or clinical
